# n, <n|PHOT>
0.000000 0.999788
1.000000 -0.000737
2.000000 0.020555
3.000000 0.000006
4.000000 0.000883
5.000000 0.000007
6.000000 0.000015
7.000000 0.000047
8.000000 0.000002
9.000000 -0.000060
