# n, <n|PHOT>
0.000000 0.996406
1.000000 -0.000909
2.000000 0.083991
3.000000 0.000089
4.000000 0.010802
5.000000 -0.000212
6.000000 0.001483
7.000000 0.000039
8.000000 0.000528
9.000000 -0.000051
