# n, <n|PHOT>
0.000000 0.997330
1.000000 -0.000360
2.000000 0.070776
3.000000 -0.000054
4.000000 0.017408
5.000000 0.000447
6.000000 0.004010
7.000000 0.000313
8.000000 0.001614
9.000000 0.000171
