0.000000000000000000e+00 0.000000000000000000e+00 3.096788290342108486e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 6.028780000000066863e-03 2.893706950211095367e-03 5.501289916010287939e-03 5.632232262048120219e-03
2.000000000000000111e-01 2.073425000000006513e-02 2.992309426930978272e-03 2.196322156570729156e-02 2.353849847438604925e-02
3.000000000000000444e-01 4.643928000000008272e-02 3.386980919004416342e-03 4.884053739592530974e-02 5.420503622274219779e-02
4.000000000000000222e-01 8.228116000000007535e-02 3.011386289734347636e-03 8.481072119627497408e-02 9.585705352884055230e-02
5.000000000000000000e-01 1.238703500000000179e-01 2.959010963159819027e-03 1.283660177691967608e-01 1.461754177252205800e-01
6.000000000000000888e-01 1.706972900000000015e-01 3.009128761369310283e-03 1.783267782311774852e-01 2.034001718101651202e-01
7.000000000000000666e-01 2.246412700000000040e-01 2.859199328221101542e-03 2.338447294521692754e-01 2.662919544896160673e-01
8.000000000000000444e-01 2.831185000000000507e-01 2.873064576232145593e-03 2.942582674623948069e-01 3.339145979077018378e-01
9.000000000000000222e-01 3.442952400000000579e-01 3.223715619777898535e-03 3.589964050971643506e-01 4.055122496500487284e-01
1.000000000000000000e+00 4.088475500000000595e-01 3.039608328716053142e-03 4.275354960820063610e-01 4.804541201424146202e-01
