# n, <n|PHOT>
0.000000 0.999654
1.000000 0.001718
2.000000 0.026222
3.000000 0.000146
4.000000 0.000983
5.000000 -0.000175
6.000000 0.000277
7.000000 0.000195
8.000000 -0.000097
9.000000 -0.000147
