# n, <n|PHOT>
0.000000 1.000000
1.000000 0.000473
2.000000 -0.000355
3.000000 -0.000411
4.000000 0.000178
5.000000 0.000246
6.000000 -0.000066
7.000000 -0.000072
8.000000 0.000068
9.000000 -0.000032
