# n, <n|PHOT>
0.000000 0.999032
1.000000 0.009872
2.000000 -0.038677
3.000000 -0.001044
4.000000 0.015137
5.000000 0.000598
6.000000 -0.008142
7.000000 -0.000270
8.000000 0.004963
9.000000 0.000100
