# n, <n|PHOT>
0.000000 0.996509
1.000000 -0.003312
2.000000 0.080922
3.000000 -0.000609
4.000000 0.019381
5.000000 -0.000169
6.000000 0.005530
7.000000 0.000068
8.000000 0.001448
9.000000 -0.000033
