# n, <n|PHOT>
0.000000 0.991523
1.000000 -0.000138
2.000000 0.127378
3.000000 0.000188
4.000000 0.024857
5.000000 0.000135
6.000000 0.005930
7.000000 -0.000098
8.000000 0.001626
9.000000 0.000100
