# n, <n|PHOT>
0.000000 0.983138
1.000000 -0.003663
2.000000 0.172334
3.000000 -0.001820
4.000000 0.057089
5.000000 -0.000754
6.000000 0.019448
7.000000 -0.000319
8.000000 0.008157
9.000000 -0.000176
