# n, <n|PHOT>
0.000000 0.996565
1.000000 -0.003521
2.000000 0.073757
3.000000 -0.000052
4.000000 0.036353
5.000000 -0.000098
6.000000 -0.003689
7.000000 -0.000178
8.000000 0.006859
9.000000 0.000088
