# n, <n|PHOT>
0.000000 0.998061
1.000000 0.012947
2.000000 0.052204
3.000000 0.000521
4.000000 0.029945
5.000000 0.000585
6.000000 -0.005198
7.000000 -0.000119
8.000000 0.006048
9.000000 0.000141
