# n, <n|PHOT>
0.000000 0.998399
1.000000 -0.004751
2.000000 0.054723
3.000000 -0.000480
4.000000 0.013023
5.000000 -0.000097
6.000000 0.003382
7.000000 0.000014
8.000000 0.000672
9.000000 -0.000035
