# n, <n|PHOT>
0.000000 0.970604
1.000000 -0.000220
2.000000 0.221379
3.000000 0.000179
4.000000 0.085649
5.000000 0.000375
6.000000 0.034632
7.000000 0.000250
8.000000 0.016725
9.000000 0.000020
