# n, <n|PHOT>
0.000000 0.993582
1.000000 0.001581
2.000000 0.111426
3.000000 0.000037
4.000000 0.018897
5.000000 0.000044
6.000000 0.004117
7.000000 -0.000044
8.000000 0.001127
9.000000 0.000050
