# n, <n|PHOT>
0.000000 0.989358
1.000000 0.000777
2.000000 0.141365
3.000000 -0.000475
4.000000 0.032987
5.000000 0.000218
6.000000 0.009364
7.000000 -0.000081
8.000000 0.003040
9.000000 0.000022
