2.000000000000000111e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
4.000000000000000222e-01 0.000000000000000000e+00 4.885768446744073561e-03 1.465109999999998636e-03 5.650674832274460782e-03 8.784639999999996340e-03 4.739458973353393757e-03 1.868841000000000252e-02 5.561871710287823699e-03 3.648044999999999760e-02 5.038684706002152444e-03 5.734345999999999888e-02 4.970755856124901319e-03 7.851724999999999677e-02 5.672017184185887580e-03 1.061151699999999948e-01 5.299095574312658388e-03 1.340203699999999998e-01 4.924677475987640496e-03 1.664082100000000008e-01 4.506086512440701276e-03 1.982857199999999986e-01 5.298640633002015682e-03
6.000000000000000888e-01 0.000000000000000000e+00 3.912054124778950072e-03 4.999500000000045574e-03 4.790497382287145847e-03 1.278847999999999097e-02 4.442996958990631969e-03 2.316384000000004662e-02 3.847619806217864643e-03 4.097908000000005657e-02 4.253631792668471565e-03 6.336901000000005890e-02 4.064469533616901775e-03 8.813780000000004389e-02 4.286281307053936389e-03 1.176782600000000345e-01 4.098513010068407722e-03 1.493900600000000467e-01 4.363671477460235801e-03 1.816946400000000184e-01 4.272722734943141566e-03 2.191338100000000400e-01 4.160044197181082988e-03
8.000000000000000444e-01 0.000000000000000000e+00 4.492532223590610906e-03 1.211709999999976972e-03 4.770576710933386276e-03 1.003271999999999498e-02 4.060974429321120502e-03 2.559010000000006002e-02 4.572960745687634082e-03 4.365447000000000077e-02 4.072631349643618046e-03 6.647745000000004900e-02 4.245439572482453960e-03 9.472062000000003312e-02 4.065831883747777868e-03 1.265776100000000071e-01 4.458369447454976937e-03 1.607612000000000485e-01 4.295097024806308374e-03 1.963532000000000055e-01 4.091074209104498573e-03 2.349349099999999968e-01 4.413359474833202650e-03
1.000000000000000000e+00 0.000000000000000000e+00 3.633765179975172524e-03 3.979390000000027072e-03 3.462376592631136521e-03 1.292800000000005056e-02 3.341804051062838721e-03 2.840724000000005578e-02 3.694178584705942302e-03 4.988259000000005994e-02 3.302600295403607979e-03 7.574231000000009040e-02 3.316927569257429285e-03 1.056773300000000138e-01 3.553330123095797821e-03 1.387691800000000475e-01 3.624464547446974456e-03 1.751713200000000192e-01 3.394139790948510690e-03 2.127104800000000351e-01 3.806989296228714074e-03 2.556826200000000826e-01 3.582720370626209152e-03
1.199999999999999956e+00 0.000000000000000000e+00 3.351714427095482673e-03 3.126549999999950202e-03 3.113564612032324215e-03 1.418613000000001900e-02 2.914107109990982884e-03 3.079588999999993693e-02 3.405038373190528815e-03 5.337311000000000138e-02 3.279145195519710468e-03 8.042848000000002440e-02 3.314701323618766092e-03 1.124966699999999653e-01 3.358963004857302460e-03 1.468530799999999692e-01 3.113966734392003936e-03 1.858393099999999798e-01 3.405806724815722570e-03 2.275324499999999972e-01 3.112981013321475341e-03 2.694759100000000407e-01 3.376397168639969342e-03
1.400000000000000133e+00 0.000000000000000000e+00 3.523696938415674801e-03 3.702309999999986445e-03 3.410639391213911124e-03 1.397811000000004356e-02 3.407561271202617578e-03 3.211667000000006933e-02 3.471681819666082303e-03 5.638390000000004232e-02 3.223149236585237318e-03 8.406128000000001599e-02 3.345098943723489020e-03 1.199969499999999911e-01 3.319078924912753203e-03 1.561091399999999796e-01 3.153848176085842850e-03 1.951909500000000852e-01 3.145583706929446811e-03 2.377837800000000001e-01 3.236741172429454406e-03 2.829117700000000069e-01 3.112760902237754566e-03
1.600000000000000089e+00 0.000000000000000000e+00 4.141510275273985187e-03 3.399990000000019386e-03 3.321867414828593400e-03 1.529062999999997174e-02 3.530351050108189882e-03 3.473837999999995763e-02 3.726384889205622448e-03 5.880803000000001113e-02 3.494433122124388641e-03 9.083426999999999474e-02 3.456706909791456509e-03 1.243176400000000070e-01 3.414465007025258621e-03 1.625983100000000237e-01 3.572784484082408563e-03 2.046082999999999652e-01 3.681538676287402639e-03 2.489108799999999455e-01 3.365428957651609657e-03 2.943815599999999311e-01 3.560273129761254776e-03
1.800000000000000044e+00 0.000000000000000000e+00 2.985107845321505367e-03 4.200329999999974362e-03 2.733250500356672330e-03 1.701015999999999639e-02 2.695263242097142506e-03 3.803453000000001083e-02 2.767398834320777736e-03 6.314184000000000463e-02 3.025710054350878864e-03 9.519261999999995005e-02 2.753196624471270990e-03 1.302904599999999968e-01 2.858104865833302390e-03 1.710183800000000254e-01 2.860371331435833213e-03 2.120571199999999878e-01 2.743200442494131506e-03 2.576781299999999497e-01 2.784375270433207903e-03 3.052690700000000312e-01 2.984429100012262175e-03
2.000000000000000000e+00 0.000000000000000000e+00 3.152225461987133697e-03 4.763080000000030623e-03 2.900491372716009365e-03 1.709662000000000681e-02 2.607267448114979937e-03 3.750293000000004540e-02 2.900894536121573566e-03 6.499913000000001606e-02 3.265735627037191779e-03 9.839759000000003475e-02 2.913773825144978531e-03 1.346105100000000165e-01 2.980244023565855379e-03 1.743286200000000452e-01 2.856719350933864185e-03 2.196936800000000023e-01 2.740314187552223089e-03 2.641885000000000483e-01 2.956870682613630882e-03 3.119315499999999464e-01 2.816092869207263531e-03
2.200000000000000178e+00 0.000000000000000000e+00 2.004237602730774004e-03 4.939080000000095616e-03 2.399432678051209751e-03 1.731632000000005167e-02 2.422310317795801828e-03 3.943164000000010105e-02 2.241440464455836997e-03 6.735357000000008476e-02 2.268188098240531570e-03 1.002074500000000867e-01 2.115505325211921792e-03 1.377133000000000385e-01 2.710046712992231471e-03 1.789971300000000598e-01 2.192299090224689249e-03 2.223721800000000304e-01 2.233470107635201519e-03 2.703070100000000142e-01 2.446564282458157588e-03 3.158925100000000707e-01 2.459427816911893307e-03
2.400000000000000355e+00 0.000000000000000000e+00 2.711853500799775961e-03 4.279299999999985893e-03 2.419997679213763044e-03 1.980244000000008775e-02 2.324189721386788789e-03 4.093522000000004990e-02 2.536566361718139463e-03 6.872770999999999741e-02 2.512908782924680711e-03 1.029621000000000564e-01 2.651670617893557135e-03 1.415787299999999860e-01 2.646564956656079996e-03 1.813704300000000824e-01 2.500497918615410264e-03 2.258951200000000048e-01 2.895787304516683498e-03 2.719362400000000513e-01 2.481541097181346172e-03 3.193548000000000497e-01 2.507037116857267506e-03
2.600000000000000533e+00 0.000000000000000000e+00 2.241981044701315227e-03 5.162170000000076975e-03 2.167184584870425913e-03 1.977636000000004834e-02 2.293992690921224219e-03 4.055565000000005416e-02 2.417718174332980467e-03 6.847024000000001553e-02 2.334414938458885189e-03 1.030104600000000259e-01 2.096351749587840787e-03 1.426029600000000563e-01 2.239994955909499486e-03 1.838754200000000116e-01 2.522817175797723282e-03 2.267206099999999891e-01 2.258338672409432746e-03 2.722850800000000682e-01 2.301281642759095154e-03 3.209453899999999971e-01 2.669807830406525830e-03
2.800000000000000266e+00 0.000000000000000000e+00 2.272429062699207660e-03 3.879140000000003141e-03 2.011056743754387286e-03 1.810863000000006995e-02 2.183626543734070065e-03 3.946134000000001141e-02 2.128012769722024272e-03 6.900742999999998073e-02 2.143003511173045394e-03 1.025773600000000618e-01 2.568201436589427795e-03 1.412421200000000265e-01 2.333655448304226224e-03 1.817415199999999897e-01 2.198644445698303383e-03 2.264738200000000479e-01 2.229310722039437760e-03 2.714954299999999821e-01 2.413524327492888501e-03 3.184378100000000433e-01 2.246334613409142061e-03
3.000000000000000444e+00 0.000000000000000000e+00 2.252375514384757482e-03 4.874009999999984188e-03 2.049623316343761499e-03 1.915655999999998915e-02 2.184021209260569776e-03 4.052056999999997799e-02 2.366906956113822447e-03 7.006459999999992139e-02 2.758417560450194053e-03 1.032099999999999129e-01 2.558492351229528419e-03 1.412228799999999396e-01 2.218909851548728478e-03 1.819085599999999969e-01 2.410781031491661570e-03 2.254679099999999936e-01 2.677618107833901195e-03 2.699039499999998926e-01 2.676983093801677330e-03 3.169646999999999881e-01 2.371045096365735714e-03
3.200000000000000178e+00 0.000000000000000000e+00 2.846670479700803315e-03 5.784800000000034359e-03 2.706568645443894854e-03 1.960709000000004920e-02 2.654531051165158386e-03 4.188214000000001214e-02 2.417728384848058434e-03 7.012496000000001395e-02 2.558679226945026908e-03 1.034901300000000690e-01 2.529958591439788757e-03 1.403536900000000864e-01 2.629948158823667767e-03 1.812324299999999999e-01 2.725177534565408934e-03 2.236810900000000268e-01 2.835252575768162659e-03 2.681328800000000179e-01 2.570477059691449965e-03 3.129429000000000238e-01 2.971688204859318852e-03
3.400000000000000355e+00 0.000000000000000000e+00 2.443944883543816646e-03 5.090539999999976750e-03 2.456080385370153132e-03 1.873801000000008266e-02 2.400490747534761871e-03 4.049051000000003508e-02 2.453559085675338040e-03 6.845065000000005728e-02 2.413730808064561226e-03 9.997734000000002563e-02 2.536575212624297623e-03 1.378054899999999749e-01 2.565512822517167051e-03 1.779422700000000690e-01 2.283841110804339658e-03 2.192477800000000032e-01 2.643632660753002586e-03 2.639195300000000133e-01 2.512482897414428269e-03 3.106245899999999782e-01 2.772779313486740428e-03
3.600000000000000533e+00 0.000000000000000000e+00 2.397799095003582629e-03 4.098019999999924501e-03 2.652183355746732651e-03 2.038266999999993612e-02 2.209624224523255766e-03 4.014443000000000872e-02 2.055737519942660296e-03 6.731745999999994012e-02 2.503975840538402633e-03 1.005233999999999295e-01 2.768248919009994036e-03 1.357603099999999952e-01 2.672622489540937667e-03 1.751411899999999466e-01 2.399128824052597798e-03 2.177701100000000167e-01 2.393934345570069861e-03 2.615729299999999258e-01 2.818864851762141639e-03 3.073261600000000149e-01 2.576305554956554757e-03
3.800000000000000266e+00 0.000000000000000000e+00 2.057751443930972302e-03 4.393589999999947260e-03 2.081588611469615061e-03 1.854003000000004064e-02 1.884844310440520181e-03 3.926267999999999425e-02 2.329183293646079969e-03 6.523672999999996502e-02 2.487853247862501730e-03 9.760393999999994463e-02 2.104251532612011477e-03 1.345783499999999577e-01 2.250208826620320873e-03 1.737854899999999869e-01 2.399093673223286292e-03 2.131202100000000321e-01 2.935458532171762551e-03 2.583712900000000312e-01 2.398688200537952512e-03 3.024026300000000056e-01 2.197938244127891922e-03
4.000000000000000000e+00 0.000000000000000000e+00 2.092951219498438101e-03 4.960850000000016635e-03 2.360172655654666201e-03 1.789885000000002169e-02 2.156518376017232171e-03 3.895353000000001398e-02 2.152666478138217949e-03 6.594359999999999111e-02 2.358264652239014641e-03 9.726798999999997086e-02 2.396407485383068078e-03 1.322389000000000481e-01 2.382283915174679759e-03 1.720011300000000576e-01 2.323878502331823848e-03 2.128039600000000142e-01 2.731174308992379268e-03 2.562230500000000077e-01 2.331890805762568304e-03 3.015145500000000478e-01 2.169360723623436731e-03
