2.000000000000000111e-01 nan nan nan nan nan nan
4.000000000000000222e-01 6.007190000000000030e-01 5.970699999999999896e-01 5.855890000000000262e-01 5.708280000000000021e-01 5.523940000000000516e-01 5.310759999999999925e-01
6.000000000000000888e-01 6.843439999999999523e-01 6.794390000000000152e-01 6.683710000000000484e-01 6.490120000000000333e-01 6.268519999999999648e-01 6.033380000000000409e-01
8.000000000000000444e-01 7.826539999999999608e-01 7.778479999999999839e-01 7.631670000000000398e-01 7.413309999999999622e-01 7.135439999999999561e-01 6.865489999999999648e-01
1.000000000000000000e+00 8.929850000000000287e-01 8.865140000000000242e-01 8.694709999999999939e-01 8.439759999999999485e-01 8.130910000000000082e-01 7.813400000000000345e-01
1.199999999999999956e+00 1.015431999999999890e+00 1.008048000000000055e+00 9.865730000000000333e-01 9.580070000000000530e-01 9.234799999999999676e-01 8.878439999999999666e-01
1.400000000000000133e+00 1.150215999999999905e+00 1.142857999999999929e+00 1.117556999999999912e+00 1.083892999999999995e+00 1.046060999999999908e+00 1.006162999999999919e+00
1.600000000000000089e+00 1.297554000000000096e+00 1.288219999999999921e+00 1.260569000000000051e+00 1.224242000000000052e+00 1.180444000000000049e+00 1.136560000000000015e+00
1.800000000000000044e+00 1.457813000000000025e+00 1.448514999999999997e+00 1.419751999999999903e+00 1.376573999999999964e+00 1.328680000000000083e+00 1.280461000000000071e+00
2.000000000000000000e+00 1.632274000000000003e+00 1.621795000000000098e+00 1.589428999999999981e+00 1.543185000000000029e+00 1.491973999999999911e+00 1.440353999999999912e+00
2.200000000000000178e+00 1.821437999999999890e+00 1.811782000000000004e+00 1.776361999999999997e+00 1.726485000000000047e+00 1.671581999999999901e+00 1.618530999999999942e+00
2.400000000000000355e+00 2.030688000000000049e+00 2.018070999999999948e+00 1.978927000000000103e+00 1.925710000000000033e+00 1.869974999999999943e+00 1.814092999999999956e+00
2.600000000000000533e+00 2.255192999999999781e+00 2.242602999999999902e+00 2.200152999999999803e+00 2.144589999999999996e+00 2.085665000000000102e+00 2.030418000000000056e+00
2.800000000000000266e+00 2.500224999999999920e+00 2.479801000000000144e+00 2.444376000000000104e+00 2.387379000000000140e+00 2.328012000000000192e+00 2.269041999999999781e+00
3.000000000000000444e+00 2.765610999999999819e+00 2.750923999999999925e+00 2.706301999999999985e+00 2.656162999999999830e+00 2.590939999999999799e+00 2.533275000000000166e+00
3.200000000000000178e+00 3.052849000000000146e+00 3.042628999999999806e+00 3.000414999999999832e+00 2.941762999999999906e+00 2.879995000000000083e+00 2.824466999999999839e+00
3.400000000000000355e+00 3.369270999999999905e+00 3.351300000000000168e+00 3.308729000000000031e+00 3.255192000000000085e+00 3.198954000000000075e+00 3.146443000000000101e+00
3.600000000000000533e+00 3.705131999999999870e+00 3.692753000000000174e+00 3.656172000000000200e+00 3.599971000000000032e+00 3.542108999999999952e+00 3.498438000000000159e+00
3.800000000000000266e+00 4.072835000000000427e+00 4.056404999999999816e+00 4.016154000000000224e+00 3.963772000000000073e+00 3.921565000000000190e+00 3.878985000000000127e+00
4.000000000000000000e+00 4.458579000000000292e+00 4.447764000000000273e+00 4.415975000000000428e+00 4.365353999999999957e+00 4.322040000000000326e+00 4.284525999999999613e+00
4.200000000000000178e+00 4.878766999999999854e+00 4.868063000000000251e+00 4.835736999999999952e+00 4.790084000000000231e+00 4.753006000000000064e+00 4.722091999999999956e+00
4.400000000000000355e+00 5.322782000000000124e+00 5.309658999999999907e+00 5.283249999999999780e+00 5.249528999999999890e+00 5.209370999999999974e+00 5.189409000000000383e+00
4.600000000000000533e+00 5.799631999999999898e+00 5.783329000000000164e+00 5.756880999999999915e+00 5.721356000000000108e+00 5.691262000000000043e+00 5.673657999999999646e+00
4.800000000000000711e+00 6.295215999999999923e+00 6.285499999999999865e+00 6.253161999999999665e+00 6.228786000000000378e+00 6.208873999999999782e+00 6.192254000000000147e+00
5.000000000000000888e+00 6.810273999999999717e+00 6.801813000000000109e+00 6.787880999999999609e+00 6.751942999999999806e+00 6.733931000000000111e+00 6.723009000000000235e+00
5.200000000000000178e+00 7.358436000000000199e+00 7.348964999999999748e+00 7.329748999999999626e+00 7.304124999999999979e+00 7.290269000000000332e+00 7.283151000000000153e+00
5.400000000000000355e+00 7.917062999999999739e+00 7.912536000000000236e+00 7.902917999999999665e+00 7.882661999999999836e+00 7.864164999999999850e+00 7.857002999999999737e+00
5.600000000000000533e+00 8.506681000000000381e+00 8.506005000000000038e+00 8.491732999999999976e+00 8.479628999999999195e+00 8.459545000000000314e+00 8.455154000000000281e+00
5.800000000000000711e+00 9.111276999999999404e+00 9.110467999999999122e+00 9.099897000000000347e+00 9.089097000000000648e+00 9.074075000000000557e+00 9.068046999999999969e+00
6.000000000000000888e+00 9.741720000000000823e+00 9.749541000000000679e+00 9.726679000000000741e+00 9.715458999999999179e+00 9.715099000000000373e+00 9.703730999999999440e+00
3.000000000000000000e+01 2.264113099999999861e+02 nan nan nan nan 2.261057700000000068e+02
