0.000000000000000000e+00 1.400240024002400219e+00 2.189213454517832409e-03
1.000000000000000056e-01 1.402240224022402337e+00 1.886597489379803231e-03
2.000000000000000111e-01 1.380138013801380126e+00 2.050615642938920843e-03
3.000000000000000444e-01 1.370537053705370489e+00 2.631358118444961178e-03
4.000000000000000222e-01 1.346534653465346620e+00 2.075898484645772799e-03
5.000000000000000000e-01 1.332533253325332456e+00 1.986089216498454057e-03
6.000000000000000888e-01 1.316631663166316635e+00 2.086354120781869215e-03
7.000000000000000666e-01 1.302280228022802300e+00 1.828447251293746200e-03
8.000000000000000444e-01 1.270527052705270554e+00 1.856280678888619449e-03
9.000000000000000222e-01 1.254325432543254237e+00 2.559808082474938993e-03
1.000000000000000000e+00 1.239273927392739338e+00 2.382633030982075299e-03
