# n, <n|PHOT>
0.000000 0.999110
1.000000 -0.004122
2.000000 0.039624
3.000000 -0.000138
4.000000 0.013704
5.000000 -0.000119
6.000000 -0.000252
7.000000 0.000069
8.000000 0.001646
9.000000 -0.000076
