# n, <n|PHOT>
0.000000 0.999598
1.000000 0.000652
2.000000 0.028328
3.000000 -0.000130
4.000000 0.001000
5.000000 0.000086
6.000000 0.000292
7.000000 -0.000055
8.000000 -0.000064
9.000000 0.000038
