# n, <n|PHOT>
0.000000 0.990886
1.000000 0.002948
2.000000 0.131890
3.000000 0.000489
4.000000 0.026321
5.000000 -0.000064
6.000000 0.006548
7.000000 0.000176
8.000000 0.001915
9.000000 -0.000074
