# n, <n|PHOT>
0.000000 0.996034
1.000000 -0.002036
2.000000 0.088019
3.000000 0.000358
4.000000 0.012644
5.000000 -0.000009
6.000000 0.002193
7.000000 -0.000137
8.000000 0.000517
9.000000 0.000057
