# n, <n|PHOT>
0.000000 0.999851
1.000000 -0.000549
2.000000 -0.016170
3.000000 0.000112
4.000000 0.005352
5.000000 -0.000213
6.000000 -0.002303
7.000000 0.000100
8.000000 0.001015
9.000000 -0.000053
