# n, <n|PHOT>
0.000000 0.999987
1.000000 0.005114
2.000000 -0.000070
3.000000 -0.000415
4.000000 -0.000113
5.000000 0.000201
6.000000 -0.000022
7.000000 -0.000121
8.000000 0.000075
9.000000 0.000083
