# n, <n|PHOT>
0.000000 1.000000
1.000000 -0.000360
2.000000 0.000083
3.000000 0.000088
4.000000 -0.000119
5.000000 -0.000018
6.000000 0.000103
7.000000 -0.000024
8.000000 -0.000028
9.000000 0.000017
