# n, <n|PHOT>
0.000000 0.998476
1.000000 0.006743
2.000000 0.046359
3.000000 -0.000209
4.000000 0.027403
5.000000 0.000060
6.000000 -0.006387
7.000000 0.000053
8.000000 0.006064
9.000000 -0.000030
