# n, <n|PHOT>
0.000000 0.976726
1.000000 -0.000509
2.000000 0.202856
3.000000 0.000364
4.000000 0.064216
5.000000 0.000183
6.000000 0.024312
7.000000 0.000176
8.000000 0.010508
9.000000 -0.000017
