# n, <n|PHOT>
0.000000 0.999139
1.000000 -0.023066
2.000000 -0.028906
3.000000 0.001957
4.000000 0.015580
5.000000 -0.000210
6.000000 -0.008115
7.000000 -0.000050
8.000000 0.004798
9.000000 0.000162
