# n, <n|PHOT>
0.000000 0.990184
1.000000 -0.000622
2.000000 0.136576
3.000000 -0.000237
4.000000 0.028659
5.000000 0.000029
6.000000 0.007450
7.000000 -0.000189
8.000000 0.002273
9.000000 0.000136
