# n, <n|PHOT>
0.000000 0.998461
1.000000 -0.001208
2.000000 0.055133
3.000000 -0.000380
4.000000 0.005789
5.000000 0.000155
6.000000 0.000799
7.000000 -0.000064
8.000000 0.000168
9.000000 0.000023
