# n, <n|PHOT>
0.000000 0.997724
1.000000 0.001201
2.000000 0.066845
3.000000 -0.000011
4.000000 0.008607
5.000000 0.000125
6.000000 0.001430
7.000000 0.000026
8.000000 0.000285
9.000000 -0.000011
