# n, <n|PHOT>
0.000000 0.999951
1.000000 0.000252
2.000000 -0.009501
3.000000 0.000076
4.000000 0.002509
5.000000 0.000025
6.000000 -0.000703
7.000000 -0.000032
8.000000 0.000026
9.000000 0.000024
