# n, <n|PHOT>
0.000000 0.999948
1.000000 0.001307
2.000000 -0.009677
3.000000 -0.000055
4.000000 0.002559
5.000000 -0.000002
6.000000 -0.000782
7.000000 0.000006
8.000000 0.000087
9.000000 0.000014
