# n, <n|PHOT>
0.000000 0.973860
1.000000 -0.009577
2.000000 0.212209
3.000000 -0.003222
4.000000 0.074885
5.000000 -0.001486
6.000000 0.026346
7.000000 -0.000714
8.000000 0.011125
9.000000 -0.000251
