# n, <n|PHOT>
0.000000 0.999999
1.000000 0.000942
2.000000 0.000092
3.000000 -0.000135
4.000000 -0.000078
5.000000 -0.000016
6.000000 0.000013
7.000000 0.000043
8.000000 0.000013
9.000000 -0.000020
