# n, <n|PHOT>
0.000000 0.999999
1.000000 0.001479
2.000000 0.000054
3.000000 -0.000346
4.000000 0.000020
5.000000 0.000231
6.000000 0.000101
7.000000 -0.000051
8.000000 -0.000077
9.000000 -0.000012
