# n, <n|PHOT>
0.000000 0.973203
1.000000 -0.001958
2.000000 0.216112
3.000000 -0.000214
4.000000 0.071959
5.000000 -0.000205
6.000000 0.028338
7.000000 -0.000005
8.000000 0.012073
9.000000 0.000000
