# n, <n|PHOT>
0.000000 0.999358
1.000000 -0.000486
2.000000 0.035737
3.000000 -0.000148
4.000000 0.002327
5.000000 0.000139
6.000000 0.000162
7.000000 -0.000108
8.000000 0.000017
9.000000 0.000052
