# n, <n|PHOT>
0.000000 0.999421
1.000000 0.001246
2.000000 0.033942
3.000000 -0.000354
4.000000 0.001775
5.000000 0.000351
6.000000 0.000436
7.000000 -0.000250
8.000000 -0.000092
9.000000 0.000129
