# n, <n|PHOT>
0.000000 0.965082
1.000000 -0.001602
2.000000 0.242814
3.000000 -0.000763
4.000000 0.088775
5.000000 -0.000353
6.000000 0.037230
7.000000 -0.000295
8.000000 0.017243
9.000000 -0.000143
