# n, <n|PHOT>
0.000000 0.999174
1.000000 -0.006102
2.000000 0.038789
3.000000 -0.001389
4.000000 0.010006
5.000000 -0.000660
6.000000 0.002555
7.000000 -0.000105
8.000000 0.000323
9.000000 -0.000117
