# n, <n|PHOT>
0.000000 0.975823
1.000000 -0.000004
2.000000 0.208376
3.000000 0.000517
4.000000 0.061840
5.000000 0.000063
6.000000 0.021139
7.000000 0.000125
8.000000 0.007991
9.000000 -0.000052
