# n, <n|PHOT>
0.000000 0.961547
1.000000 -0.001512
2.000000 0.253913
3.000000 -0.000277
4.000000 0.094229
5.000000 -0.000068
6.000000 0.040101
7.000000 0.000098
8.000000 0.018642
9.000000 -0.000038
