# n, <n|PHOT>
0.000000 0.976810
1.000000 -0.001434
2.000000 0.199077
3.000000 -0.000689
4.000000 0.072308
5.000000 -0.000583
6.000000 0.027587
7.000000 -0.000381
8.000000 0.012738
9.000000 -0.000147
