# n, <n|PHOT>
0.000000 0.978156
1.000000 0.001734
2.000000 0.197326
3.000000 0.000161
4.000000 0.060466
5.000000 0.000202
6.000000 0.022384
7.000000 -0.000023
8.000000 0.009431
9.000000 0.000051
