# n, <n|PHOT>
0.000000 0.998211
1.000000 0.011889
2.000000 0.056246
3.000000 0.001547
4.000000 0.016243
5.000000 0.000125
6.000000 0.000440
7.000000 -0.000002
8.000000 0.001840
9.000000 0.000032
