# n, <n|PHOT>
0.000000 0.999951
1.000000 0.000530
2.000000 -0.009485
3.000000 -0.000100
4.000000 0.002473
5.000000 0.000025
6.000000 -0.000649
7.000000 0.000031
8.000000 0.000030
9.000000 -0.000067
