# n, <n|PHOT>
0.000000 0.999999
1.000000 -0.000543
2.000000 0.001005
3.000000 0.000222
4.000000 0.000066
5.000000 -0.000130
6.000000 -0.000059
7.000000 0.000142
8.000000 0.000033
9.000000 -0.000151
