# n, <n|PHOT>
0.000000 0.976661
1.000000 0.001950
2.000000 0.197846
3.000000 0.000826
4.000000 0.078303
5.000000 0.000227
6.000000 0.025509
7.000000 0.000084
8.000000 0.013037
9.000000 0.000082
