# n, <n|PHOT>
0.000000 0.970754
1.000000 0.000838
2.000000 0.225643
3.000000 0.000552
4.000000 0.075591
5.000000 0.000203
6.000000 0.028836
7.000000 -0.000022
8.000000 0.011859
9.000000 0.000141
