# n, <n|PHOT>
0.000000 0.999307
1.000000 -0.001086
2.000000 0.034329
3.000000 0.000015
4.000000 0.014195
5.000000 0.000213
6.000000 -0.000004
7.000000 0.000088
8.000000 0.001805
9.000000 -0.000006
