# n, <n|PHOT>
0.000000 0.999056
1.000000 0.001245
2.000000 -0.039039
3.000000 -0.000116
4.000000 0.015660
5.000000 0.000164
6.000000 -0.008430
7.000000 -0.000099
8.000000 0.005087
9.000000 0.000015
