# n, <n|PHOT>
0.000000 0.999982
1.000000 -0.001060
2.000000 0.005904
3.000000 0.000484
4.000000 -0.000075
5.000000 -0.000208
6.000000 0.000154
7.000000 0.000116
8.000000 -0.000130
9.000000 -0.000063
