# n, <n|PHOT>
0.000000 0.988726
1.000000 -0.001209
2.000000 0.145601
3.000000 -0.000875
4.000000 0.033460
5.000000 -0.000152
6.000000 0.009413
7.000000 -0.000083
8.000000 0.002958
9.000000 0.000121
