# n, <n|PHOT>
0.000000 0.981805
1.000000 0.004704
2.000000 0.176215
3.000000 0.001774
4.000000 0.066429
5.000000 0.000720
6.000000 0.020590
7.000000 0.000387
8.000000 0.010901
9.000000 -0.000020
