# n, <n|PHOT>
0.000000 0.999520
1.000000 -0.015235
2.000000 -0.018575
3.000000 0.000340
4.000000 0.016237
5.000000 -0.000481
6.000000 -0.008211
7.000000 0.000230
8.000000 0.005287
9.000000 -0.000121
