# n, <n|PHOT>
0.000000 0.984772
1.000000 -0.007390
2.000000 0.162280
3.000000 -0.003049
4.000000 0.058968
5.000000 -0.000963
6.000000 0.016193
7.000000 -0.000473
8.000000 0.008622
9.000000 -0.000275
