# n, <n|PHOT>
0.000000 0.981125
1.000000 0.000584
2.000000 0.184723
3.000000 0.000202
4.000000 0.053478
5.000000 0.000104
6.000000 0.018730
7.000000 0.000126
8.000000 0.007012
9.000000 -0.000111
