# n, <n|PHOT>
0.000000 0.967271
1.000000 -0.000449
2.000000 0.236207
3.000000 -0.000081
4.000000 0.083651
5.000000 -0.000070
6.000000 0.035102
7.000000 0.000001
8.000000 0.016408
9.000000 -0.000033
