# n, <n|PHOT>
0.000000 0.999995
1.000000 -0.001736
2.000000 0.002370
3.000000 0.000672
4.000000 -0.000303
5.000000 0.000110
6.000000 -0.000069
7.000000 -0.000187
8.000000 0.000138
9.000000 0.000080
