# n, <n|PHOT>
0.000000 0.999980
1.000000 -0.000483
2.000000 -0.006174
3.000000 0.000020
4.000000 0.001132
5.000000 0.000058
6.000000 -0.000012
7.000000 -0.000065
8.000000 -0.000281
9.000000 0.000067
