# n, <n|PHOT>
0.000000 0.958381
1.000000 -0.000928
2.000000 0.262658
3.000000 -0.000531
4.000000 0.100420
5.000000 -0.000174
6.000000 0.043492
7.000000 0.000240
8.000000 0.020160
9.000000 -0.000064
