# n, <n|PHOT>
0.000000 0.996000
1.000000 0.000219
2.000000 0.088320
3.000000 -0.000118
4.000000 0.013249
5.000000 0.000217
6.000000 0.002776
7.000000 -0.000085
8.000000 0.000607
9.000000 0.000053
